id	document	label
6279	테레비에 오후에 프로그램을 예약했지	1
6280	오후에 테레비에 프로그램을 예약했지	1
6281	테레비에 2시에 프로그램을 예약했지	1
6282	2시에 테레비에 프로그램을 예약했지	1
6283	테레비에 12시에 프로그램을 예약했지	1
6284	12시에 테레비에 프로그램을 예약했지	1
6285	테레비에 22시에 프로그램을 예약했지	1
6286	22시에 테레비에 프로그램을 예약했지	1
6287	테레비에 오전 3시에 프로그램을 예약했지	1
6288	오전 3시에 테레비에 프로그램을 예약했지	1
6289	테레비에 오후 3시에 프로그램을 예약했지	1
6290	오후 3시에 테레비에 프로그램을 예약했지	1
6291	테레비에 오전 9시에 프로그램을 예약했지	1
6292	오전 9시에 테레비에 프로그램을 예약했지	1
6293	테레비에 오후 9시에 프로그램을 예약했지	1
6294	오후 9시에 테레비에 프로그램을 예약했지	1
6295	테레비에 2일 뒤에 프로그램을 예약했지	1
6296	2일 뒤에 테레비에 프로그램을 예약했지	1
6297	테레비에 6일 뒤에 프로그램을 예약했지	1
6298	6일 뒤에 테레비에 프로그램을 예약했지	1
6299	테레비에 프로그램을 예약했었냐	1
6300	테레비에 오늘 프로그램을 예약했었냐	1
6301	오늘 테레비에 프로그램을 예약했었냐	1
6302	테레비에 다음주 프로그램을 예약했었냐	1
6303	다음주 테레비에 프로그램을 예약했었냐	1
6304	테레비에 오후에 프로그램을 예약했었냐	1
6305	오후에 테레비에 프로그램을 예약했었냐	1
6306	테레비에 2시에 프로그램을 예약했었냐	1
6307	2시에 테레비에 프로그램을 예약했었냐	1
6308	테레비에 12시에 프로그램을 예약했었냐	1
6309	12시에 테레비에 프로그램을 예약했었냐	1
6310	테레비에 22시에 프로그램을 예약했었냐	1
6311	22시에 테레비에 프로그램을 예약했었냐	1
6312	테레비에 오전 3시에 프로그램을 예약했었냐	1
6313	오전 3시에 테레비에 프로그램을 예약했었냐	1
6314	테레비에 오후 3시에 프로그램을 예약했었냐	1
6315	오후 3시에 테레비에 프로그램을 예약했었냐	1
6316	테레비에 오전 9시에 프로그램을 예약했었냐	1
6317	오전 9시에 테레비에 프로그램을 예약했었냐	1
6318	테레비에 오후 9시에 프로그램을 예약했었냐	1
6319	오후 9시에 테레비에 프로그램을 예약했었냐	1
6320	테레비에 2일 뒤에 프로그램을 예약했었냐	1
6321	2일 뒤에 테레비에 프로그램을 예약했었냐	1
6322	테레비에 6일 뒤에 프로그램을 예약했었냐	1
6323	6일 뒤에 테레비에 프로그램을 예약했었냐	1
6324	테레비에 프로그램을 예약한건가	1
6325	테레비에 오늘 프로그램을 예약한건가	1
6326	오늘 테레비에 프로그램을 예약한건가	1
6327	테레비에 다음주 프로그램을 예약한건가	1
6328	다음주 테레비에 프로그램을 예약한건가	1
6329	테레비에 오후에 프로그램을 예약한건가	1
6330	오후에 테레비에 프로그램을 예약한건가	1
6331	테레비에 2시에 프로그램을 예약한건가	1
6332	2시에 테레비에 프로그램을 예약한건가	1
6333	테레비에 12시에 프로그램을 예약한건가	1
6334	12시에 테레비에 프로그램을 예약한건가	1
6335	테레비에 22시에 프로그램을 예약한건가	1
6336	22시에 테레비에 프로그램을 예약한건가	1
6337	테레비에 오전 3시에 프로그램을 예약한건가	1
6338	오전 3시에 테레비에 프로그램을 예약한건가	1
6339	테레비에 오후 3시에 프로그램을 예약한건가	1
6340	오후 3시에 테레비에 프로그램을 예약한건가	1
6341	테레비에 오전 9시에 프로그램을 예약한건가	1
6342	오전 9시에 테레비에 프로그램을 예약한건가	1
6343	테레비에 오후 9시에 프로그램을 예약한건가	1
6344	오후 9시에 테레비에 프로그램을 예약한건가	1
6345	테레비에 2일 뒤에 프로그램을 예약한건가	1
6346	2일 뒤에 테레비에 프로그램을 예약한건가	1
6347	테레비에 6일 뒤에 프로그램을 예약한건가	1
6348	6일 뒤에 테레비에 프로그램을 예약한건가	1
6349	텔레비전에 프로그램을 예약했니	1
6350	텔레비전에 오늘 프로그램을 예약했니	1
6351	오늘 텔레비전에 프로그램을 예약했니	1
6352	텔레비전에 다음주 프로그램을 예약했니	1
6353	다음주 텔레비전에 프로그램을 예약했니	1
6354	텔레비전에 오후에 프로그램을 예약했니	1
6355	오후에 텔레비전에 프로그램을 예약했니	1
6356	텔레비전에 2시에 프로그램을 예약했니	1
6357	2시에 텔레비전에 프로그램을 예약했니	1
6358	텔레비전에 12시에 프로그램을 예약했니	1
6359	12시에 텔레비전에 프로그램을 예약했니	1
6360	텔레비전에 22시에 프로그램을 예약했니	1
6361	22시에 텔레비전에 프로그램을 예약했니	1
6362	텔레비전에 오전 3시에 프로그램을 예약했니	1
6363	오전 3시에 텔레비전에 프로그램을 예약했니	1
6364	텔레비전에 오후 3시에 프로그램을 예약했니	1
6365	오후 3시에 텔레비전에 프로그램을 예약했니	1
6366	텔레비전에 오전 9시에 프로그램을 예약했니	1
6367	오전 9시에 텔레비전에 프로그램을 예약했니	1
6368	텔레비전에 오후 9시에 프로그램을 예약했니	1
6369	오후 9시에 텔레비전에 프로그램을 예약했니	1
6370	텔레비전에 2일 뒤에 프로그램을 예약했니	1
6371	2일 뒤에 텔레비전에 프로그램을 예약했니	1
6372	텔레비전에 6일 뒤에 프로그램을 예약했니	1
6373	6일 뒤에 텔레비전에 프로그램을 예약했니	1
6374	텔레비전에 프로그램을 예약했지	1
6375	텔레비전에 오늘 프로그램을 예약했지	1
6376	오늘 텔레비전에 프로그램을 예약했지	1
6377	텔레비전에 다음주 프로그램을 예약했지	1
6378	다음주 텔레비전에 프로그램을 예약했지	1
6379	텔레비전에 오후에 프로그램을 예약했지	1
6380	오후에 텔레비전에 프로그램을 예약했지	1
6381	텔레비전에 2시에 프로그램을 예약했지	1
6382	2시에 텔레비전에 프로그램을 예약했지	1
6383	텔레비전에 12시에 프로그램을 예약했지	1
6384	12시에 텔레비전에 프로그램을 예약했지	1
6385	텔레비전에 22시에 프로그램을 예약했지	1
6386	22시에 텔레비전에 프로그램을 예약했지	1
6387	텔레비전에 오전 3시에 프로그램을 예약했지	1
6388	오전 3시에 텔레비전에 프로그램을 예약했지	1
6389	텔레비전에 오후 3시에 프로그램을 예약했지	1
6390	오후 3시에 텔레비전에 프로그램을 예약했지	1
6391	텔레비전에 오전 9시에 프로그램을 예약했지	1
6392	오전 9시에 텔레비전에 프로그램을 예약했지	1
6393	텔레비전에 오후 9시에 프로그램을 예약했지	1
6394	오후 9시에 텔레비전에 프로그램을 예약했지	1
6395	텔레비전에 2일 뒤에 프로그램을 예약했지	1
6396	2일 뒤에 텔레비전에 프로그램을 예약했지	1
6397	텔레비전에 6일 뒤에 프로그램을 예약했지	1
6398	6일 뒤에 텔레비전에 프로그램을 예약했지	1
6399	텔레비전에 프로그램을 예약했었냐	1
6400	텔레비전에 오늘 프로그램을 예약했었냐	1
6401	오늘 텔레비전에 프로그램을 예약했었냐	1
6402	텔레비전에 다음주 프로그램을 예약했었냐	1
6403	다음주 텔레비전에 프로그램을 예약했었냐	1
6404	텔레비전에 오후에 프로그램을 예약했었냐	1
6405	오후에 텔레비전에 프로그램을 예약했었냐	1
6406	텔레비전에 2시에 프로그램을 예약했었냐	1
6407	2시에 텔레비전에 프로그램을 예약했었냐	1
6408	텔레비전에 12시에 프로그램을 예약했었냐	1
6409	12시에 텔레비전에 프로그램을 예약했었냐	1
6410	텔레비전에 22시에 프로그램을 예약했었냐	1
6411	22시에 텔레비전에 프로그램을 예약했었냐	1
6412	텔레비전에 오전 3시에 프로그램을 예약했었냐	1
6413	오전 3시에 텔레비전에 프로그램을 예약했었냐	1
6414	텔레비전에 오후 3시에 프로그램을 예약했었냐	1
6415	오후 3시에 텔레비전에 프로그램을 예약했었냐	1
6416	텔레비전에 오전 9시에 프로그램을 예약했었냐	1
6417	오전 9시에 텔레비전에 프로그램을 예약했었냐	1
6418	텔레비전에 오후 9시에 프로그램을 예약했었냐	1
6419	오후 9시에 텔레비전에 프로그램을 예약했었냐	1
6420	텔레비전에 2일 뒤에 프로그램을 예약했었냐	1
6421	2일 뒤에 텔레비전에 프로그램을 예약했었냐	1
6422	텔레비전에 6일 뒤에 프로그램을 예약했었냐	1
6423	6일 뒤에 텔레비전에 프로그램을 예약했었냐	1
6424	텔레비전에 프로그램을 예약한건가	1
6425	텔레비전에 오늘 프로그램을 예약한건가	1
6426	오늘 텔레비전에 프로그램을 예약한건가	1
6427	텔레비전에 다음주 프로그램을 예약한건가	1
6428	다음주 텔레비전에 프로그램을 예약한건가	1
6429	텔레비전에 오후에 프로그램을 예약한건가	1
6430	오후에 텔레비전에 프로그램을 예약한건가	1
6431	텔레비전에 2시에 프로그램을 예약한건가	1
6432	2시에 텔레비전에 프로그램을 예약한건가	1
6433	텔레비전에 12시에 프로그램을 예약한건가	1
6434	12시에 텔레비전에 프로그램을 예약한건가	1
6435	텔레비전에 22시에 프로그램을 예약한건가	1
6436	22시에 텔레비전에 프로그램을 예약한건가	1
6437	텔레비전에 오전 3시에 프로그램을 예약한건가	1
6438	오전 3시에 텔레비전에 프로그램을 예약한건가	1
6439	텔레비전에 오후 3시에 프로그램을 예약한건가	1
6440	오후 3시에 텔레비전에 프로그램을 예약한건가	1
6441	텔레비전에 오전 9시에 프로그램을 예약한건가	1
6442	오전 9시에 텔레비전에 프로그램을 예약한건가	1
6443	텔레비전에 오후 9시에 프로그램을 예약한건가	1
6444	오후 9시에 텔레비전에 프로그램을 예약한건가	1
6445	텔레비전에 2일 뒤에 프로그램을 예약한건가	1
6446	2일 뒤에 텔레비전에 프로그램을 예약한건가	1
6447	텔레비전에 6일 뒤에 프로그램을 예약한건가	1
6448	6일 뒤에 텔레비전에 프로그램을 예약한건가	1
6449	방송을 예약했니	1
6450	오늘 방송을 예약했니	1
6451	다음주 방송을 예약했니	1
6452	오후에 방송을 예약했니	1
6453	2시에 방송을 예약했니	1
6454	12시에 방송을 예약했니	1
6455	22시에 방송을 예약했니	1
6456	오전 3시에 방송을 예약했니	1
6457	오후 3시에 방송을 예약했니	1
6458	오전 9시에 방송을 예약했니	1
6459	오후 9시에 방송을 예약했니	1
6460	2일 뒤에 방송을 예약했니	1
6461	6일 뒤에 방송을 예약했니	1
6462	방송을 예약했지	1
6463	오늘 방송을 예약했지	1
6464	다음주 방송을 예약했지	1
6465	오후에 방송을 예약했지	1
6466	2시에 방송을 예약했지	1
6467	12시에 방송을 예약했지	1
6468	22시에 방송을 예약했지	1
6469	오전 3시에 방송을 예약했지	1
6470	오후 3시에 방송을 예약했지	1
6471	오전 9시에 방송을 예약했지	1
6472	오후 9시에 방송을 예약했지	1
6473	2일 뒤에 방송을 예약했지	1
6474	6일 뒤에 방송을 예약했지	1
6475	방송을 예약했었냐	1
6476	오늘 방송을 예약했었냐	1
6477	다음주 방송을 예약했었냐	1
6478	오후에 방송을 예약했었냐	1
6479	2시에 방송을 예약했었냐	1
6480	12시에 방송을 예약했었냐	1
6481	22시에 방송을 예약했었냐	1
6482	오전 3시에 방송을 예약했었냐	1
6483	오후 3시에 방송을 예약했었냐	1
6484	오전 9시에 방송을 예약했었냐	1
6485	오후 9시에 방송을 예약했었냐	1
6486	2일 뒤에 방송을 예약했었냐	1
6487	6일 뒤에 방송을 예약했었냐	1
6488	방송을 예약한건가	1
6489	오늘 방송을 예약한건가	1
6490	다음주 방송을 예약한건가	1
6491	오후에 방송을 예약한건가	1
6492	2시에 방송을 예약한건가	1
6493	12시에 방송을 예약한건가	1
6494	22시에 방송을 예약한건가	1
6495	오전 3시에 방송을 예약한건가	1
6496	오후 3시에 방송을 예약한건가	1
6497	오전 9시에 방송을 예약한건가	1
6498	오후 9시에 방송을 예약한건가	1
6499	2일 뒤에 방송을 예약한건가	1
6500	6일 뒤에 방송을 예약한건가	1
6501	TV에 방송을 예약했니	1
6502	TV에 오늘 방송을 예약했니	1
6503	오늘 TV에 방송을 예약했니	1
6504	TV에 다음주 방송을 예약했니	1
6505	다음주 TV에 방송을 예약했니	1
6506	TV에 오후에 방송을 예약했니	1
6507	오후에 TV에 방송을 예약했니	1
6508	TV에 2시에 방송을 예약했니	1
6509	2시에 TV에 방송을 예약했니	1
6510	TV에 12시에 방송을 예약했니	1
6511	12시에 TV에 방송을 예약했니	1
6512	TV에 22시에 방송을 예약했니	1
6513	22시에 TV에 방송을 예약했니	1
6514	TV에 오전 3시에 방송을 예약했니	1
6515	오전 3시에 TV에 방송을 예약했니	1
6516	TV에 오후 3시에 방송을 예약했니	1
6517	오후 3시에 TV에 방송을 예약했니	1
6518	TV에 오전 9시에 방송을 예약했니	1
6519	오전 9시에 TV에 방송을 예약했니	1
6520	TV에 오후 9시에 방송을 예약했니	1
6521	오후 9시에 TV에 방송을 예약했니	1
6522	TV에 2일 뒤에 방송을 예약했니	1
6523	2일 뒤에 TV에 방송을 예약했니	1
6524	TV에 6일 뒤에 방송을 예약했니	1
6525	6일 뒤에 TV에 방송을 예약했니	1
6526	TV에 방송을 예약했지	1
6527	TV에 오늘 방송을 예약했지	1
6528	오늘 TV에 방송을 예약했지	1
6529	TV에 다음주 방송을 예약했지	1
6530	다음주 TV에 방송을 예약했지	1
6531	TV에 오후에 방송을 예약했지	1
6532	오후에 TV에 방송을 예약했지	1
6533	TV에 2시에 방송을 예약했지	1
6534	2시에 TV에 방송을 예약했지	1
6535	TV에 12시에 방송을 예약했지	1
6536	12시에 TV에 방송을 예약했지	1
6537	TV에 22시에 방송을 예약했지	1
6538	22시에 TV에 방송을 예약했지	1
6539	TV에 오전 3시에 방송을 예약했지	1
6540	오전 3시에 TV에 방송을 예약했지	1
6541	TV에 오후 3시에 방송을 예약했지	1
6542	오후 3시에 TV에 방송을 예약했지	1
6543	TV에 오전 9시에 방송을 예약했지	1
6544	오전 9시에 TV에 방송을 예약했지	1
6545	TV에 오후 9시에 방송을 예약했지	1
6546	오후 9시에 TV에 방송을 예약했지	1
6547	TV에 2일 뒤에 방송을 예약했지	1
6548	2일 뒤에 TV에 방송을 예약했지	1
6549	TV에 6일 뒤에 방송을 예약했지	1
6550	6일 뒤에 TV에 방송을 예약했지	1
6551	TV에 방송을 예약했었냐	1
6552	TV에 오늘 방송을 예약했었냐	1
6553	오늘 TV에 방송을 예약했었냐	1
6554	TV에 다음주 방송을 예약했었냐	1
6555	다음주 TV에 방송을 예약했었냐	1
6556	TV에 오후에 방송을 예약했었냐	1
6557	오후에 TV에 방송을 예약했었냐	1
6558	TV에 2시에 방송을 예약했었냐	1
6559	2시에 TV에 방송을 예약했었냐	1
6560	TV에 12시에 방송을 예약했었냐	1
6561	12시에 TV에 방송을 예약했었냐	1
6562	TV에 22시에 방송을 예약했었냐	1
6563	22시에 TV에 방송을 예약했었냐	1
6564	TV에 오전 3시에 방송을 예약했었냐	1
6565	오전 3시에 TV에 방송을 예약했었냐	1
6566	TV에 오후 3시에 방송을 예약했었냐	1
6567	오후 3시에 TV에 방송을 예약했었냐	1
6568	TV에 오전 9시에 방송을 예약했었냐	1
6569	오전 9시에 TV에 방송을 예약했었냐	1
6570	TV에 오후 9시에 방송을 예약했었냐	1
6571	오후 9시에 TV에 방송을 예약했었냐	1
6572	TV에 2일 뒤에 방송을 예약했었냐	1
6573	2일 뒤에 TV에 방송을 예약했었냐	1
6574	TV에 6일 뒤에 방송을 예약했었냐	1
6575	6일 뒤에 TV에 방송을 예약했었냐	1
6576	TV에 방송을 예약한건가	1
6577	TV에 오늘 방송을 예약한건가	1
6578	오늘 TV에 방송을 예약한건가	1
6579	TV에 다음주 방송을 예약한건가	1
6580	다음주 TV에 방송을 예약한건가	1
6581	TV에 오후에 방송을 예약한건가	1
6582	오후에 TV에 방송을 예약한건가	1
6583	TV에 2시에 방송을 예약한건가	1
6584	2시에 TV에 방송을 예약한건가	1
6585	TV에 12시에 방송을 예약한건가	1
6586	12시에 TV에 방송을 예약한건가	1
6587	TV에 22시에 방송을 예약한건가	1
6588	22시에 TV에 방송을 예약한건가	1
6589	TV에 오전 3시에 방송을 예약한건가	1
6590	오전 3시에 TV에 방송을 예약한건가	1
6591	TV에 오후 3시에 방송을 예약한건가	1
6592	오후 3시에 TV에 방송을 예약한건가	1
6593	TV에 오전 9시에 방송을 예약한건가	1
6594	오전 9시에 TV에 방송을 예약한건가	1
6595	TV에 오후 9시에 방송을 예약한건가	1
6596	오후 9시에 TV에 방송을 예약한건가	1
6597	TV에 2일 뒤에 방송을 예약한건가	1
6598	2일 뒤에 TV에 방송을 예약한건가	1
6599	TV에 6일 뒤에 방송을 예약한건가	1
6600	6일 뒤에 TV에 방송을 예약한건가	1
6601	테레비에 방송을 예약했니	1
6602	테레비에 오늘 방송을 예약했니	1
6603	오늘 테레비에 방송을 예약했니	1
6604	테레비에 다음주 방송을 예약했니	1
6605	다음주 테레비에 방송을 예약했니	1
6606	테레비에 오후에 방송을 예약했니	1
6607	오후에 테레비에 방송을 예약했니	1
6608	테레비에 2시에 방송을 예약했니	1
6609	2시에 테레비에 방송을 예약했니	1
6610	테레비에 12시에 방송을 예약했니	1
6611	12시에 테레비에 방송을 예약했니	1
6612	테레비에 22시에 방송을 예약했니	1
6613	22시에 테레비에 방송을 예약했니	1
6614	테레비에 오전 3시에 방송을 예약했니	1
6615	오전 3시에 테레비에 방송을 예약했니	1
6616	테레비에 오후 3시에 방송을 예약했니	1
6617	오후 3시에 테레비에 방송을 예약했니	1
6618	테레비에 오전 9시에 방송을 예약했니	1
6619	오전 9시에 테레비에 방송을 예약했니	1
6620	테레비에 오후 9시에 방송을 예약했니	1
6621	오후 9시에 테레비에 방송을 예약했니	1
6622	테레비에 2일 뒤에 방송을 예약했니	1
6623	2일 뒤에 테레비에 방송을 예약했니	1
6624	테레비에 6일 뒤에 방송을 예약했니	1
6625	6일 뒤에 테레비에 방송을 예약했니	1
6626	테레비에 방송을 예약했지	1
6627	테레비에 오늘 방송을 예약했지	1
6628	오늘 테레비에 방송을 예약했지	1
6629	테레비에 다음주 방송을 예약했지	1
6630	다음주 테레비에 방송을 예약했지	1
6631	테레비에 오후에 방송을 예약했지	1
6632	오후에 테레비에 방송을 예약했지	1
6633	테레비에 2시에 방송을 예약했지	1
6634	2시에 테레비에 방송을 예약했지	1
6635	테레비에 12시에 방송을 예약했지	1
6636	12시에 테레비에 방송을 예약했지	1
6637	테레비에 22시에 방송을 예약했지	1
6638	22시에 테레비에 방송을 예약했지	1
6639	테레비에 오전 3시에 방송을 예약했지	1
6640	오전 3시에 테레비에 방송을 예약했지	1
6641	테레비에 오후 3시에 방송을 예약했지	1
6642	오후 3시에 테레비에 방송을 예약했지	1
6643	테레비에 오전 9시에 방송을 예약했지	1
6644	오전 9시에 테레비에 방송을 예약했지	1
6645	테레비에 오후 9시에 방송을 예약했지	1
6646	오후 9시에 테레비에 방송을 예약했지	1
6647	테레비에 2일 뒤에 방송을 예약했지	1
6648	2일 뒤에 테레비에 방송을 예약했지	1
6649	테레비에 6일 뒤에 방송을 예약했지	1
6650	6일 뒤에 테레비에 방송을 예약했지	1
6651	테레비에 방송을 예약했었냐	1
6652	테레비에 오늘 방송을 예약했었냐	1
6653	오늘 테레비에 방송을 예약했었냐	1
6654	테레비에 다음주 방송을 예약했었냐	1
6655	다음주 테레비에 방송을 예약했었냐	1
6656	테레비에 오후에 방송을 예약했었냐	1
6657	오후에 테레비에 방송을 예약했었냐	1
6658	테레비에 2시에 방송을 예약했었냐	1
6659	2시에 테레비에 방송을 예약했었냐	1
6660	테레비에 12시에 방송을 예약했었냐	1
6661	12시에 테레비에 방송을 예약했었냐	1
6662	테레비에 22시에 방송을 예약했었냐	1
6663	22시에 테레비에 방송을 예약했었냐	1
6664	테레비에 오전 3시에 방송을 예약했었냐	1
6665	오전 3시에 테레비에 방송을 예약했었냐	1
6666	테레비에 오후 3시에 방송을 예약했었냐	1
6667	오후 3시에 테레비에 방송을 예약했었냐	1
6668	테레비에 오전 9시에 방송을 예약했었냐	1
6669	오전 9시에 테레비에 방송을 예약했었냐	1
6670	테레비에 오후 9시에 방송을 예약했었냐	1
6671	오후 9시에 테레비에 방송을 예약했었냐	1
6672	테레비에 2일 뒤에 방송을 예약했었냐	1
6673	2일 뒤에 테레비에 방송을 예약했었냐	1
6674	테레비에 6일 뒤에 방송을 예약했었냐	1
6675	6일 뒤에 테레비에 방송을 예약했었냐	1
6676	테레비에 방송을 예약한건가	1
6677	테레비에 오늘 방송을 예약한건가	1
6678	오늘 테레비에 방송을 예약한건가	1
6679	테레비에 다음주 방송을 예약한건가	1
6680	다음주 테레비에 방송을 예약한건가	1
6681	테레비에 오후에 방송을 예약한건가	1
6682	오후에 테레비에 방송을 예약한건가	1
6683	테레비에 2시에 방송을 예약한건가	1
6684	2시에 테레비에 방송을 예약한건가	1
6685	테레비에 12시에 방송을 예약한건가	1
6686	12시에 테레비에 방송을 예약한건가	1
6687	테레비에 22시에 방송을 예약한건가	1
6688	22시에 테레비에 방송을 예약한건가	1
6689	테레비에 오전 3시에 방송을 예약한건가	1
6690	오전 3시에 테레비에 방송을 예약한건가	1
6691	테레비에 오후 3시에 방송을 예약한건가	1
6692	오후 3시에 테레비에 방송을 예약한건가	1
6693	테레비에 오전 9시에 방송을 예약한건가	1
6694	오전 9시에 테레비에 방송을 예약한건가	1
6695	테레비에 오후 9시에 방송을 예약한건가	1
6696	오후 9시에 테레비에 방송을 예약한건가	1
6697	테레비에 2일 뒤에 방송을 예약한건가	1
6698	2일 뒤에 테레비에 방송을 예약한건가	1
6699	테레비에 6일 뒤에 방송을 예약한건가	1
6700	6일 뒤에 테레비에 방송을 예약한건가	1
6701	텔레비전에 방송을 예약했니	1
6702	텔레비전에 오늘 방송을 예약했니	1
6703	오늘 텔레비전에 방송을 예약했니	1
6704	텔레비전에 다음주 방송을 예약했니	1
6705	다음주 텔레비전에 방송을 예약했니	1
6706	텔레비전에 오후에 방송을 예약했니	1
6707	오후에 텔레비전에 방송을 예약했니	1
6708	텔레비전에 2시에 방송을 예약했니	1
6709	2시에 텔레비전에 방송을 예약했니	1
6710	텔레비전에 12시에 방송을 예약했니	1
6711	12시에 텔레비전에 방송을 예약했니	1
6712	텔레비전에 22시에 방송을 예약했니	1
6713	22시에 텔레비전에 방송을 예약했니	1
6714	텔레비전에 오전 3시에 방송을 예약했니	1
6715	오전 3시에 텔레비전에 방송을 예약했니	1
6716	텔레비전에 오후 3시에 방송을 예약했니	1
6717	오후 3시에 텔레비전에 방송을 예약했니	1
6718	텔레비전에 오전 9시에 방송을 예약했니	1
6719	오전 9시에 텔레비전에 방송을 예약했니	1
6720	텔레비전에 오후 9시에 방송을 예약했니	1
6721	오후 9시에 텔레비전에 방송을 예약했니	1
6722	텔레비전에 2일 뒤에 방송을 예약했니	1
6723	2일 뒤에 텔레비전에 방송을 예약했니	1
6724	텔레비전에 6일 뒤에 방송을 예약했니	1
6725	6일 뒤에 텔레비전에 방송을 예약했니	1
6726	텔레비전에 방송을 예약했지	1
6727	텔레비전에 오늘 방송을 예약했지	1
6728	오늘 텔레비전에 방송을 예약했지	1
6729	텔레비전에 다음주 방송을 예약했지	1
6730	다음주 텔레비전에 방송을 예약했지	1
6731	텔레비전에 오후에 방송을 예약했지	1
6732	오후에 텔레비전에 방송을 예약했지	1
6733	텔레비전에 2시에 방송을 예약했지	1
6734	2시에 텔레비전에 방송을 예약했지	1
6735	텔레비전에 12시에 방송을 예약했지	1
6736	12시에 텔레비전에 방송을 예약했지	1
6737	텔레비전에 22시에 방송을 예약했지	1
6738	22시에 텔레비전에 방송을 예약했지	1
6739	텔레비전에 오전 3시에 방송을 예약했지	1
6740	오전 3시에 텔레비전에 방송을 예약했지	1
6741	텔레비전에 오후 3시에 방송을 예약했지	1
6742	오후 3시에 텔레비전에 방송을 예약했지	1
6743	텔레비전에 오전 9시에 방송을 예약했지	1
6744	오전 9시에 텔레비전에 방송을 예약했지	1
6745	텔레비전에 오후 9시에 방송을 예약했지	1
6746	오후 9시에 텔레비전에 방송을 예약했지	1
6747	텔레비전에 2일 뒤에 방송을 예약했지	1
6748	2일 뒤에 텔레비전에 방송을 예약했지	1
6749	텔레비전에 6일 뒤에 방송을 예약했지	1
6750	6일 뒤에 텔레비전에 방송을 예약했지	1
6751	텔레비전에 방송을 예약했었냐	1
6752	텔레비전에 오늘 방송을 예약했었냐	1
6753	오늘 텔레비전에 방송을 예약했었냐	1
6754	텔레비전에 다음주 방송을 예약했었냐	1
6755	다음주 텔레비전에 방송을 예약했었냐	1
6756	텔레비전에 오후에 방송을 예약했었냐	1
6757	오후에 텔레비전에 방송을 예약했었냐	1
6758	텔레비전에 2시에 방송을 예약했었냐	1
6759	2시에 텔레비전에 방송을 예약했었냐	1
6760	텔레비전에 12시에 방송을 예약했었냐	1
6761	12시에 텔레비전에 방송을 예약했었냐	1
6762	텔레비전에 22시에 방송을 예약했었냐	1
6763	22시에 텔레비전에 방송을 예약했었냐	1
6764	텔레비전에 오전 3시에 방송을 예약했었냐	1
6765	오전 3시에 텔레비전에 방송을 예약했었냐	1
6766	텔레비전에 오후 3시에 방송을 예약했었냐	1
6767	오후 3시에 텔레비전에 방송을 예약했었냐	1
6768	텔레비전에 오전 9시에 방송을 예약했었냐	1
6769	오전 9시에 텔레비전에 방송을 예약했었냐	1
6770	텔레비전에 오후 9시에 방송을 예약했었냐	1
6771	오후 9시에 텔레비전에 방송을 예약했었냐	1
6772	텔레비전에 2일 뒤에 방송을 예약했었냐	1
6773	2일 뒤에 텔레비전에 방송을 예약했었냐	1
6774	텔레비전에 6일 뒤에 방송을 예약했었냐	1
6775	6일 뒤에 텔레비전에 방송을 예약했었냐	1
6776	텔레비전에 방송을 예약한건가	1
6777	텔레비전에 오늘 방송을 예약한건가	1
6778	오늘 텔레비전에 방송을 예약한건가	1
6779	텔레비전에 다음주 방송을 예약한건가	1
6780	다음주 텔레비전에 방송을 예약한건가	1
6781	텔레비전에 오후에 방송을 예약한건가	1
6782	오후에 텔레비전에 방송을 예약한건가	1
6783	텔레비전에 2시에 방송을 예약한건가	1
6784	2시에 텔레비전에 방송을 예약한건가	1
6785	텔레비전에 12시에 방송을 예약한건가	1
6786	12시에 텔레비전에 방송을 예약한건가	1
6787	텔레비전에 22시에 방송을 예약한건가	1
6788	22시에 텔레비전에 방송을 예약한건가	1
6789	텔레비전에 오전 3시에 방송을 예약한건가	1
6790	오전 3시에 텔레비전에 방송을 예약한건가	1
6791	텔레비전에 오후 3시에 방송을 예약한건가	1
6792	오후 3시에 텔레비전에 방송을 예약한건가	1
6793	텔레비전에 오전 9시에 방송을 예약한건가	1
6794	오전 9시에 텔레비전에 방송을 예약한건가	1
6795	텔레비전에 오후 9시에 방송을 예약한건가	1
6796	오후 9시에 텔레비전에 방송을 예약한건가	1
6797	텔레비전에 2일 뒤에 방송을 예약한건가	1
6798	2일 뒤에 텔레비전에 방송을 예약한건가	1
6799	텔레비전에 6일 뒤에 방송을 예약한건가	1
6800	6일 뒤에 텔레비전에 방송을 예약한건가	1
6801	프로를 예약했니	1
6802	오늘 프로를 예약했니	1
6803	다음주 프로를 예약했니	1
6804	오후에 프로를 예약했니	1
6805	2시에 프로를 예약했니	1
6806	12시에 프로를 예약했니	1
6807	22시에 프로를 예약했니	1
6808	오전 3시에 프로를 예약했니	1
6809	오후 3시에 프로를 예약했니	1
6810	오전 9시에 프로를 예약했니	1
6811	오후 9시에 프로를 예약했니	1
6812	2일 뒤에 프로를 예약했니	1
6813	6일 뒤에 프로를 예약했니	1
6814	프로를 예약했지	1
6815	오늘 프로를 예약했지	1
6816	다음주 프로를 예약했지	1
6817	오후에 프로를 예약했지	1
6818	2시에 프로를 예약했지	1
6819	12시에 프로를 예약했지	1
6820	22시에 프로를 예약했지	1
6821	오전 3시에 프로를 예약했지	1
6822	오후 3시에 프로를 예약했지	1
6823	오전 9시에 프로를 예약했지	1
