id	document	label
33375	TV에 3일 뒤에 예약했었던 프로그램 있나	1
33376	3일 뒤에 TV에 예약했었던 프로그램 있나	1
33377	TV에 5일 뒤에 예약했었던 프로그램 있나	1
33378	5일 뒤에 TV에 예약했었던 프로그램 있나	1
33379	예약했었던 프로그램 없지	1
33380	TV에 오늘예약했었던 프로그램 없지	1
33381	오늘 TV에예약했었던 프로그램 없지	1
33382	TV에 내일예약했었던 프로그램 없지	1
33383	내일 TV에예약했었던 프로그램 없지	1
33384	TV에 모래예약했었던 프로그램 없지	1
33385	모래 TV에예약했었던 프로그램 없지	1
33386	TV에 다음주예약했었던 프로그램 없지	1
33387	다음주 TV에예약했었던 프로그램 없지	1
33388	TV에 오전에예약했었던 프로그램 없지	1
33389	오전에 TV에예약했었던 프로그램 없지	1
33390	TV에 오후에예약했었던 프로그램 없지	1
33391	오후에 TV에예약했었던 프로그램 없지	1
33392	TV에 1시에 예약했었던 프로그램 없지	1
33393	1시에 TV에 예약했었던 프로그램 없지	1
33394	TV에 10시에 예약했었던 프로그램 없지	1
33395	10시에 TV에 예약했었던 프로그램 없지	1
33396	TV에 19시에 예약했었던 프로그램 없지	1
33397	19시에 TV에 예약했었던 프로그램 없지	1
33398	TV에 오전 1시에 예약했었던 프로그램 없지	1
33399	오전 1시에 TV에 예약했었던 프로그램 없지	1
33400	TV에 오후 1시에 예약했었던 프로그램 없지	1
33401	오후 1시에 TV에 예약했었던 프로그램 없지	1
33402	TV에 오전 6시에 예약했었던 프로그램 없지	1
33403	오전 6시에 TV에 예약했었던 프로그램 없지	1
33404	TV에 오후 6시에 예약했었던 프로그램 없지	1
33405	오후 6시에 TV에 예약했었던 프로그램 없지	1
33406	TV에 오전 11시에 예약했었던 프로그램 없지	1
33407	오전 11시에 TV에 예약했었던 프로그램 없지	1
33408	TV에 오후 11시에 예약했었던 프로그램 없지	1
33409	오후 11시에 TV에 예약했었던 프로그램 없지	1
33410	TV에 1일 뒤에 예약했었던 프로그램 없지	1
33411	1일 뒤에 TV에 예약했었던 프로그램 없지	1
33412	TV에 3일 뒤에 예약했었던 프로그램 없지	1
33413	3일 뒤에 TV에 예약했었던 프로그램 없지	1
33414	TV에 5일 뒤에 예약했었던 프로그램 없지	1
33415	5일 뒤에 TV에 예약했었던 프로그램 없지	1
33416	예약했었던 프로그램 있었나	1
33417	TV에 오늘예약했었던 프로그램 있었나	1
33418	오늘 TV에예약했었던 프로그램 있었나	1
33419	TV에 내일예약했었던 프로그램 있었나	1
33420	내일 TV에예약했었던 프로그램 있었나	1
33421	TV에 모래예약했었던 프로그램 있었나	1
33422	모래 TV에예약했었던 프로그램 있었나	1
33423	TV에 다음주예약했었던 프로그램 있었나	1
33424	다음주 TV에예약했었던 프로그램 있었나	1
33425	TV에 오전에예약했었던 프로그램 있었나	1
33426	오전에 TV에예약했었던 프로그램 있었나	1
33427	TV에 오후에예약했었던 프로그램 있었나	1
33428	오후에 TV에예약했었던 프로그램 있었나	1
33429	TV에 1시에 예약했었던 프로그램 있었나	1
33430	1시에 TV에 예약했었던 프로그램 있었나	1
33431	TV에 10시에 예약했었던 프로그램 있었나	1
33432	10시에 TV에 예약했었던 프로그램 있었나	1
33433	TV에 19시에 예약했었던 프로그램 있었나	1
33434	19시에 TV에 예약했었던 프로그램 있었나	1
33435	TV에 오전 1시에 예약했었던 프로그램 있었나	1
33436	오전 1시에 TV에 예약했었던 프로그램 있었나	1
33437	TV에 오후 1시에 예약했었던 프로그램 있었나	1
33438	오후 1시에 TV에 예약했었던 프로그램 있었나	1
33439	TV에 오전 6시에 예약했었던 프로그램 있었나	1
33440	오전 6시에 TV에 예약했었던 프로그램 있었나	1
33441	TV에 오후 6시에 예약했었던 프로그램 있었나	1
33442	오후 6시에 TV에 예약했었던 프로그램 있었나	1
33443	TV에 오전 11시에 예약했었던 프로그램 있었나	1
33444	오전 11시에 TV에 예약했었던 프로그램 있었나	1
33445	TV에 오후 11시에 예약했었던 프로그램 있었나	1
33446	오후 11시에 TV에 예약했었던 프로그램 있었나	1
33447	TV에 1일 뒤에 예약했었던 프로그램 있었나	1
33448	1일 뒤에 TV에 예약했었던 프로그램 있었나	1
33449	TV에 3일 뒤에 예약했었던 프로그램 있었나	1
33450	3일 뒤에 TV에 예약했었던 프로그램 있었나	1
33451	TV에 5일 뒤에 예약했었던 프로그램 있었나	1
33452	5일 뒤에 TV에 예약했었던 프로그램 있었나	1
33453	예약했었던 프로그램 없었니	1
33454	TV에 오늘예약했었던 프로그램 없었니	1
33455	오늘 TV에예약했었던 프로그램 없었니	1
33456	TV에 내일예약했었던 프로그램 없었니	1
33457	내일 TV에예약했었던 프로그램 없었니	1
33458	TV에 모래예약했었던 프로그램 없었니	1
33459	모래 TV에예약했었던 프로그램 없었니	1
33460	TV에 다음주예약했었던 프로그램 없었니	1
33461	다음주 TV에예약했었던 프로그램 없었니	1
33462	TV에 오전에예약했었던 프로그램 없었니	1
33463	오전에 TV에예약했었던 프로그램 없었니	1
33464	TV에 오후에예약했었던 프로그램 없었니	1
33465	오후에 TV에예약했었던 프로그램 없었니	1
33466	TV에 1시에 예약했었던 프로그램 없었니	1
33467	1시에 TV에 예약했었던 프로그램 없었니	1
33468	TV에 10시에 예약했었던 프로그램 없었니	1
33469	10시에 TV에 예약했었던 프로그램 없었니	1
33470	TV에 19시에 예약했었던 프로그램 없었니	1
33471	19시에 TV에 예약했었던 프로그램 없었니	1
33472	TV에 오전 1시에 예약했었던 프로그램 없었니	1
33473	오전 1시에 TV에 예약했었던 프로그램 없었니	1
33474	TV에 오후 1시에 예약했었던 프로그램 없었니	1
33475	오후 1시에 TV에 예약했었던 프로그램 없었니	1
33476	TV에 오전 6시에 예약했었던 프로그램 없었니	1
33477	오전 6시에 TV에 예약했었던 프로그램 없었니	1
33478	TV에 오후 6시에 예약했었던 프로그램 없었니	1
33479	오후 6시에 TV에 예약했었던 프로그램 없었니	1
33480	TV에 오전 11시에 예약했었던 프로그램 없었니	1
33481	오전 11시에 TV에 예약했었던 프로그램 없었니	1
33482	TV에 오후 11시에 예약했었던 프로그램 없었니	1
33483	오후 11시에 TV에 예약했었던 프로그램 없었니	1
33484	TV에 1일 뒤에 예약했었던 프로그램 없었니	1
33485	1일 뒤에 TV에 예약했었던 프로그램 없었니	1
33486	TV에 3일 뒤에 예약했었던 프로그램 없었니	1
33487	3일 뒤에 TV에 예약했었던 프로그램 없었니	1
33488	TV에 5일 뒤에 예약했었던 프로그램 없었니	1
33489	5일 뒤에 TV에 예약했었던 프로그램 없었니	1
33490	테레비에 프로그램 예약했어	1
33491	테레비에 오늘 프로그램 예약했어	1
33492	오늘 테레비에 프로그램 예약했어	1
33493	테레비에 내일 프로그램 예약했어	1
33494	내일 테레비에 프로그램 예약했어	1
33495	테레비에 모래 프로그램 예약했어	1
33496	모래 테레비에 프로그램 예약했어	1
33497	테레비에 다음주 프로그램 예약했어	1
33498	다음주 테레비에 프로그램 예약했어	1
33499	테레비에 오전에 프로그램 예약했어	1
33500	오전에 테레비에 프로그램 예약했어	1
33501	테레비에 오후에 프로그램 예약했어	1
33502	오후에 테레비에 프로그램 예약했어	1
33503	테레비에 1시에 프로그램 예약했어	1
33504	1시에 테레비에 프로그램 예약했어	1
33505	테레비에 10시에 프로그램 예약했어	1
33506	10시에 테레비에 프로그램 예약했어	1
33507	테레비에 19시에 프로그램 예약했어	1
33508	19시에 테레비에 프로그램 예약했어	1
33509	테레비에 오전 1시에 프로그램 예약했어	1
33510	오전 1시에 테레비에 프로그램 예약했어	1
33511	테레비에 오후 1시에 프로그램 예약했어	1
33512	오후 1시에 테레비에 프로그램 예약했어	1
33513	테레비에 오전 6시에 프로그램 예약했어	1
33514	오전 6시에 테레비에 프로그램 예약했어	1
33515	테레비에 오후 6시에 프로그램 예약했어	1
33516	오후 6시에 테레비에 프로그램 예약했어	1
33517	테레비에 오전 11시에 프로그램 예약했어	1
33518	오전 11시에 테레비에 프로그램 예약했어	1
33519	테레비에 오후 11시에 프로그램 예약했어	1
33520	오후 11시에 테레비에 프로그램 예약했어	1
33521	테레비에 1일 뒤에 프로그램 예약했어	1
33522	1일 뒤에 테레비에 프로그램 예약했어	1
33523	테레비에 3일 뒤에 프로그램 예약했어	1
33524	3일 뒤에 테레비에 프로그램 예약했어	1
33525	테레비에 5일 뒤에 프로그램 예약했어	1
33526	5일 뒤에 테레비에 프로그램 예약했어	1
33527	테레비에 프로그램 예약했냐	1
33528	테레비에 오늘 프로그램 예약했냐	1
33529	오늘 테레비에 프로그램 예약했냐	1
33530	테레비에 내일 프로그램 예약했냐	1
33531	내일 테레비에 프로그램 예약했냐	1
33532	테레비에 모래 프로그램 예약했냐	1
33533	모래 테레비에 프로그램 예약했냐	1
33534	테레비에 다음주 프로그램 예약했냐	1
33535	다음주 테레비에 프로그램 예약했냐	1
33536	테레비에 오전에 프로그램 예약했냐	1
33537	오전에 테레비에 프로그램 예약했냐	1
33538	테레비에 오후에 프로그램 예약했냐	1
33539	오후에 테레비에 프로그램 예약했냐	1
33540	테레비에 1시에 프로그램 예약했냐	1
33541	1시에 테레비에 프로그램 예약했냐	1
33542	테레비에 10시에 프로그램 예약했냐	1
33543	10시에 테레비에 프로그램 예약했냐	1
33544	테레비에 19시에 프로그램 예약했냐	1
33545	19시에 테레비에 프로그램 예약했냐	1
33546	테레비에 오전 1시에 프로그램 예약했냐	1
33547	오전 1시에 테레비에 프로그램 예약했냐	1
33548	테레비에 오후 1시에 프로그램 예약했냐	1
33549	오후 1시에 테레비에 프로그램 예약했냐	1
33550	테레비에 오전 6시에 프로그램 예약했냐	1
33551	오전 6시에 테레비에 프로그램 예약했냐	1
33552	테레비에 오후 6시에 프로그램 예약했냐	1
33553	오후 6시에 테레비에 프로그램 예약했냐	1
33554	테레비에 오전 11시에 프로그램 예약했냐	1
33555	오전 11시에 테레비에 프로그램 예약했냐	1
33556	테레비에 오후 11시에 프로그램 예약했냐	1
33557	오후 11시에 테레비에 프로그램 예약했냐	1
33558	테레비에 1일 뒤에 프로그램 예약했냐	1
33559	1일 뒤에 테레비에 프로그램 예약했냐	1
33560	테레비에 3일 뒤에 프로그램 예약했냐	1
33561	3일 뒤에 테레비에 프로그램 예약했냐	1
33562	테레비에 5일 뒤에 프로그램 예약했냐	1
33563	5일 뒤에 테레비에 프로그램 예약했냐	1
33564	테레비에 프로그램 예약했었나	1
33565	테레비에 오늘 프로그램 예약했었나	1
33566	오늘 테레비에 프로그램 예약했었나	1
33567	테레비에 내일 프로그램 예약했었나	1
33568	내일 테레비에 프로그램 예약했었나	1
33569	테레비에 모래 프로그램 예약했었나	1
33570	모래 테레비에 프로그램 예약했었나	1
33571	테레비에 다음주 프로그램 예약했었나	1
33572	다음주 테레비에 프로그램 예약했었나	1
33573	테레비에 오전에 프로그램 예약했었나	1
33574	오전에 테레비에 프로그램 예약했었나	1
33575	테레비에 오후에 프로그램 예약했었나	1
33576	오후에 테레비에 프로그램 예약했었나	1
33577	테레비에 1시에 프로그램 예약했었나	1
33578	1시에 테레비에 프로그램 예약했었나	1
33579	테레비에 10시에 프로그램 예약했었나	1
33580	10시에 테레비에 프로그램 예약했었나	1
33581	테레비에 19시에 프로그램 예약했었나	1
33582	19시에 테레비에 프로그램 예약했었나	1
33583	테레비에 오전 1시에 프로그램 예약했었나	1
33584	오전 1시에 테레비에 프로그램 예약했었나	1
33585	테레비에 오후 1시에 프로그램 예약했었나	1
33586	오후 1시에 테레비에 프로그램 예약했었나	1
33587	테레비에 오전 6시에 프로그램 예약했었나	1
33588	오전 6시에 테레비에 프로그램 예약했었나	1
33589	테레비에 오후 6시에 프로그램 예약했었나	1
33590	오후 6시에 테레비에 프로그램 예약했었나	1
33591	테레비에 오전 11시에 프로그램 예약했었나	1
33592	오전 11시에 테레비에 프로그램 예약했었나	1
33593	테레비에 오후 11시에 프로그램 예약했었나	1
33594	오후 11시에 테레비에 프로그램 예약했었나	1
33595	테레비에 1일 뒤에 프로그램 예약했었나	1
33596	1일 뒤에 테레비에 프로그램 예약했었나	1
33597	테레비에 3일 뒤에 프로그램 예약했었나	1
33598	3일 뒤에 테레비에 프로그램 예약했었나	1
33599	테레비에 5일 뒤에 프로그램 예약했었나	1
33600	5일 뒤에 테레비에 프로그램 예약했었나	1
33601	테레비에 프로그램 예약했는가	1
33602	테레비에 오늘 프로그램 예약했는가	1
33603	오늘 테레비에 프로그램 예약했는가	1
33604	테레비에 내일 프로그램 예약했는가	1
33605	내일 테레비에 프로그램 예약했는가	1
33606	테레비에 모래 프로그램 예약했는가	1
33607	모래 테레비에 프로그램 예약했는가	1
33608	테레비에 다음주 프로그램 예약했는가	1
33609	다음주 테레비에 프로그램 예약했는가	1
33610	테레비에 오전에 프로그램 예약했는가	1
33611	오전에 테레비에 프로그램 예약했는가	1
33612	테레비에 오후에 프로그램 예약했는가	1
33613	오후에 테레비에 프로그램 예약했는가	1
33614	테레비에 1시에 프로그램 예약했는가	1
33615	1시에 테레비에 프로그램 예약했는가	1
33616	테레비에 10시에 프로그램 예약했는가	1
33617	10시에 테레비에 프로그램 예약했는가	1
33618	테레비에 19시에 프로그램 예약했는가	1
33619	19시에 테레비에 프로그램 예약했는가	1
33620	테레비에 오전 1시에 프로그램 예약했는가	1
33621	오전 1시에 테레비에 프로그램 예약했는가	1
33622	테레비에 오후 1시에 프로그램 예약했는가	1
33623	오후 1시에 테레비에 프로그램 예약했는가	1
33624	테레비에 오전 6시에 프로그램 예약했는가	1
33625	오전 6시에 테레비에 프로그램 예약했는가	1
33626	테레비에 오후 6시에 프로그램 예약했는가	1
33627	오후 6시에 테레비에 프로그램 예약했는가	1
33628	테레비에 오전 11시에 프로그램 예약했는가	1
33629	오전 11시에 테레비에 프로그램 예약했는가	1
33630	테레비에 오후 11시에 프로그램 예약했는가	1
33631	오후 11시에 테레비에 프로그램 예약했는가	1
33632	테레비에 1일 뒤에 프로그램 예약했는가	1
33633	1일 뒤에 테레비에 프로그램 예약했는가	1
33634	테레비에 3일 뒤에 프로그램 예약했는가	1
33635	3일 뒤에 테레비에 프로그램 예약했는가	1
33636	테레비에 5일 뒤에 프로그램 예약했는가	1
33637	5일 뒤에 테레비에 프로그램 예약했는가	1
33638	예약했었던 프로그램 있나	1
33639	테레비에 오늘예약했었던 프로그램 있나	1
33640	오늘 테레비에예약했었던 프로그램 있나	1
33641	테레비에 내일예약했었던 프로그램 있나	1
33642	내일 테레비에예약했었던 프로그램 있나	1
33643	테레비에 모래예약했었던 프로그램 있나	1
33644	모래 테레비에예약했었던 프로그램 있나	1
33645	테레비에 다음주예약했었던 프로그램 있나	1
33646	다음주 테레비에예약했었던 프로그램 있나	1
33647	테레비에 오전에예약했었던 프로그램 있나	1
33648	오전에 테레비에예약했었던 프로그램 있나	1
33649	테레비에 오후에예약했었던 프로그램 있나	1
33650	오후에 테레비에예약했었던 프로그램 있나	1
33651	테레비에 1시에 예약했었던 프로그램 있나	1
33652	1시에 테레비에 예약했었던 프로그램 있나	1
33653	테레비에 10시에 예약했었던 프로그램 있나	1
33654	10시에 테레비에 예약했었던 프로그램 있나	1
33655	테레비에 19시에 예약했었던 프로그램 있나	1
33656	19시에 테레비에 예약했었던 프로그램 있나	1
33657	테레비에 오전 1시에 예약했었던 프로그램 있나	1
33658	오전 1시에 테레비에 예약했었던 프로그램 있나	1
33659	테레비에 오후 1시에 예약했었던 프로그램 있나	1
33660	오후 1시에 테레비에 예약했었던 프로그램 있나	1
33661	테레비에 오전 6시에 예약했었던 프로그램 있나	1
33662	오전 6시에 테레비에 예약했었던 프로그램 있나	1
33663	테레비에 오후 6시에 예약했었던 프로그램 있나	1
33664	오후 6시에 테레비에 예약했었던 프로그램 있나	1
33665	테레비에 오전 11시에 예약했었던 프로그램 있나	1
33666	오전 11시에 테레비에 예약했었던 프로그램 있나	1
33667	테레비에 오후 11시에 예약했었던 프로그램 있나	1
33668	오후 11시에 테레비에 예약했었던 프로그램 있나	1
33669	테레비에 1일 뒤에 예약했었던 프로그램 있나	1
33670	1일 뒤에 테레비에 예약했었던 프로그램 있나	1
33671	테레비에 3일 뒤에 예약했었던 프로그램 있나	1
33672	3일 뒤에 테레비에 예약했었던 프로그램 있나	1
33673	테레비에 5일 뒤에 예약했었던 프로그램 있나	1
33674	5일 뒤에 테레비에 예약했었던 프로그램 있나	1
33675	예약했었던 프로그램 없지	1
33676	테레비에 오늘예약했었던 프로그램 없지	1
33677	오늘 테레비에예약했었던 프로그램 없지	1
33678	테레비에 내일예약했었던 프로그램 없지	1
33679	내일 테레비에예약했었던 프로그램 없지	1
33680	테레비에 모래예약했었던 프로그램 없지	1
33681	모래 테레비에예약했었던 프로그램 없지	1
33682	테레비에 다음주예약했었던 프로그램 없지	1
33683	다음주 테레비에예약했었던 프로그램 없지	1
33684	테레비에 오전에예약했었던 프로그램 없지	1
33685	오전에 테레비에예약했었던 프로그램 없지	1
33686	테레비에 오후에예약했었던 프로그램 없지	1
33687	오후에 테레비에예약했었던 프로그램 없지	1
33688	테레비에 1시에 예약했었던 프로그램 없지	1
33689	1시에 테레비에 예약했었던 프로그램 없지	1
33690	테레비에 10시에 예약했었던 프로그램 없지	1
33691	10시에 테레비에 예약했었던 프로그램 없지	1
33692	테레비에 19시에 예약했었던 프로그램 없지	1
33693	19시에 테레비에 예약했었던 프로그램 없지	1
33694	테레비에 오전 1시에 예약했었던 프로그램 없지	1
33695	오전 1시에 테레비에 예약했었던 프로그램 없지	1
33696	테레비에 오후 1시에 예약했었던 프로그램 없지	1
33697	오후 1시에 테레비에 예약했었던 프로그램 없지	1
33698	테레비에 오전 6시에 예약했었던 프로그램 없지	1
33699	오전 6시에 테레비에 예약했었던 프로그램 없지	1
33700	테레비에 오후 6시에 예약했었던 프로그램 없지	1
33701	오후 6시에 테레비에 예약했었던 프로그램 없지	1
33702	테레비에 오전 11시에 예약했었던 프로그램 없지	1
33703	오전 11시에 테레비에 예약했었던 프로그램 없지	1
33704	테레비에 오후 11시에 예약했었던 프로그램 없지	1
33705	오후 11시에 테레비에 예약했었던 프로그램 없지	1
33706	테레비에 1일 뒤에 예약했었던 프로그램 없지	1
33707	1일 뒤에 테레비에 예약했었던 프로그램 없지	1
33708	테레비에 3일 뒤에 예약했었던 프로그램 없지	1
33709	3일 뒤에 테레비에 예약했었던 프로그램 없지	1
33710	테레비에 5일 뒤에 예약했었던 프로그램 없지	1
33711	5일 뒤에 테레비에 예약했었던 프로그램 없지	1
33712	예약했었던 프로그램 있었나	1
33713	테레비에 오늘예약했었던 프로그램 있었나	1
33714	오늘 테레비에예약했었던 프로그램 있었나	1
33715	테레비에 내일예약했었던 프로그램 있었나	1
33716	내일 테레비에예약했었던 프로그램 있었나	1
33717	테레비에 모래예약했었던 프로그램 있었나	1
33718	모래 테레비에예약했었던 프로그램 있었나	1
33719	테레비에 다음주예약했었던 프로그램 있었나	1
33720	다음주 테레비에예약했었던 프로그램 있었나	1
33721	테레비에 오전에예약했었던 프로그램 있었나	1
33722	오전에 테레비에예약했었던 프로그램 있었나	1
33723	테레비에 오후에예약했었던 프로그램 있었나	1
33724	오후에 테레비에예약했었던 프로그램 있었나	1
33725	테레비에 1시에 예약했었던 프로그램 있었나	1
33726	1시에 테레비에 예약했었던 프로그램 있었나	1
33727	테레비에 10시에 예약했었던 프로그램 있었나	1
33728	10시에 테레비에 예약했었던 프로그램 있었나	1
33729	테레비에 19시에 예약했었던 프로그램 있었나	1
33730	19시에 테레비에 예약했었던 프로그램 있었나	1
33731	테레비에 오전 1시에 예약했었던 프로그램 있었나	1
33732	오전 1시에 테레비에 예약했었던 프로그램 있었나	1
33733	테레비에 오후 1시에 예약했었던 프로그램 있었나	1
33734	오후 1시에 테레비에 예약했었던 프로그램 있었나	1
33735	테레비에 오전 6시에 예약했었던 프로그램 있었나	1
33736	오전 6시에 테레비에 예약했었던 프로그램 있었나	1
33737	테레비에 오후 6시에 예약했었던 프로그램 있었나	1
33738	오후 6시에 테레비에 예약했었던 프로그램 있었나	1
33739	테레비에 오전 11시에 예약했었던 프로그램 있었나	1
33740	오전 11시에 테레비에 예약했었던 프로그램 있었나	1
33741	테레비에 오후 11시에 예약했었던 프로그램 있었나	1
33742	오후 11시에 테레비에 예약했었던 프로그램 있었나	1
33743	테레비에 1일 뒤에 예약했었던 프로그램 있었나	1
33744	1일 뒤에 테레비에 예약했었던 프로그램 있었나	1
33745	테레비에 3일 뒤에 예약했었던 프로그램 있었나	1
33746	3일 뒤에 테레비에 예약했었던 프로그램 있었나	1
33747	테레비에 5일 뒤에 예약했었던 프로그램 있었나	1
33748	5일 뒤에 테레비에 예약했었던 프로그램 있었나	1
33749	예약했었던 프로그램 없었니	1
33750	테레비에 오늘예약했었던 프로그램 없었니	1
33751	오늘 테레비에예약했었던 프로그램 없었니	1
33752	테레비에 내일예약했었던 프로그램 없었니	1
33753	내일 테레비에예약했었던 프로그램 없었니	1
33754	테레비에 모래예약했었던 프로그램 없었니	1
33755	모래 테레비에예약했었던 프로그램 없었니	1
33756	테레비에 다음주예약했었던 프로그램 없었니	1
33757	다음주 테레비에예약했었던 프로그램 없었니	1
33758	테레비에 오전에예약했었던 프로그램 없었니	1
33759	오전에 테레비에예약했었던 프로그램 없었니	1
33760	테레비에 오후에예약했었던 프로그램 없었니	1
33761	오후에 테레비에예약했었던 프로그램 없었니	1
33762	테레비에 1시에 예약했었던 프로그램 없었니	1
33763	1시에 테레비에 예약했었던 프로그램 없었니	1
33764	테레비에 10시에 예약했었던 프로그램 없었니	1
33765	10시에 테레비에 예약했었던 프로그램 없었니	1
33766	테레비에 19시에 예약했었던 프로그램 없었니	1
33767	19시에 테레비에 예약했었던 프로그램 없었니	1
33768	테레비에 오전 1시에 예약했었던 프로그램 없었니	1
33769	오전 1시에 테레비에 예약했었던 프로그램 없었니	1
33770	테레비에 오후 1시에 예약했었던 프로그램 없었니	1
33771	오후 1시에 테레비에 예약했었던 프로그램 없었니	1
33772	테레비에 오전 6시에 예약했었던 프로그램 없었니	1
33773	오전 6시에 테레비에 예약했었던 프로그램 없었니	1
33774	테레비에 오후 6시에 예약했었던 프로그램 없었니	1
33775	오후 6시에 테레비에 예약했었던 프로그램 없었니	1
33776	테레비에 오전 11시에 예약했었던 프로그램 없었니	1
33777	오전 11시에 테레비에 예약했었던 프로그램 없었니	1
33778	테레비에 오후 11시에 예약했었던 프로그램 없었니	1
33779	오후 11시에 테레비에 예약했었던 프로그램 없었니	1
33780	테레비에 1일 뒤에 예약했었던 프로그램 없었니	1
33781	1일 뒤에 테레비에 예약했었던 프로그램 없었니	1
33782	테레비에 3일 뒤에 예약했었던 프로그램 없었니	1
33783	3일 뒤에 테레비에 예약했었던 프로그램 없었니	1
33784	테레비에 5일 뒤에 예약했었던 프로그램 없었니	1
33785	5일 뒤에 테레비에 예약했었던 프로그램 없었니	1
33786	텔레비전에 프로그램 예약했어	1
33787	텔레비전에 오늘 프로그램 예약했어	1
33788	오늘 텔레비전에 프로그램 예약했어	1
33789	텔레비전에 내일 프로그램 예약했어	1
33790	내일 텔레비전에 프로그램 예약했어	1
33791	텔레비전에 모래 프로그램 예약했어	1
33792	모래 텔레비전에 프로그램 예약했어	1
33793	텔레비전에 다음주 프로그램 예약했어	1
33794	다음주 텔레비전에 프로그램 예약했어	1
33795	텔레비전에 오전에 프로그램 예약했어	1
33796	오전에 텔레비전에 프로그램 예약했어	1
33797	텔레비전에 오후에 프로그램 예약했어	1
33798	오후에 텔레비전에 프로그램 예약했어	1
33799	텔레비전에 1시에 프로그램 예약했어	1
33800	1시에 텔레비전에 프로그램 예약했어	1
33801	텔레비전에 10시에 프로그램 예약했어	1
33802	10시에 텔레비전에 프로그램 예약했어	1
33803	텔레비전에 19시에 프로그램 예약했어	1
33804	19시에 텔레비전에 프로그램 예약했어	1
33805	텔레비전에 오전 1시에 프로그램 예약했어	1
33806	오전 1시에 텔레비전에 프로그램 예약했어	1
33807	텔레비전에 오후 1시에 프로그램 예약했어	1
33808	오후 1시에 텔레비전에 프로그램 예약했어	1
33809	텔레비전에 오전 6시에 프로그램 예약했어	1
33810	오전 6시에 텔레비전에 프로그램 예약했어	1
33811	텔레비전에 오후 6시에 프로그램 예약했어	1
33812	오후 6시에 텔레비전에 프로그램 예약했어	1
33813	텔레비전에 오전 11시에 프로그램 예약했어	1
33814	오전 11시에 텔레비전에 프로그램 예약했어	1
33815	텔레비전에 오후 11시에 프로그램 예약했어	1
33816	오후 11시에 텔레비전에 프로그램 예약했어	1
33817	텔레비전에 1일 뒤에 프로그램 예약했어	1
33818	1일 뒤에 텔레비전에 프로그램 예약했어	1
33819	텔레비전에 3일 뒤에 프로그램 예약했어	1
33820	3일 뒤에 텔레비전에 프로그램 예약했어	1
33821	텔레비전에 5일 뒤에 프로그램 예약했어	1
33822	5일 뒤에 텔레비전에 프로그램 예약했어	1
33823	텔레비전에 프로그램 예약했냐	1
33824	텔레비전에 오늘 프로그램 예약했냐	1
33825	오늘 텔레비전에 프로그램 예약했냐	1
33826	텔레비전에 내일 프로그램 예약했냐	1
33827	내일 텔레비전에 프로그램 예약했냐	1
33828	텔레비전에 모래 프로그램 예약했냐	1
33829	모래 텔레비전에 프로그램 예약했냐	1
33830	텔레비전에 다음주 프로그램 예약했냐	1
33831	다음주 텔레비전에 프로그램 예약했냐	1
33832	텔레비전에 오전에 프로그램 예약했냐	1
33833	오전에 텔레비전에 프로그램 예약했냐	1
33834	텔레비전에 오후에 프로그램 예약했냐	1
33835	오후에 텔레비전에 프로그램 예약했냐	1
33836	텔레비전에 1시에 프로그램 예약했냐	1
33837	1시에 텔레비전에 프로그램 예약했냐	1
33838	텔레비전에 10시에 프로그램 예약했냐	1
33839	10시에 텔레비전에 프로그램 예약했냐	1
33840	텔레비전에 19시에 프로그램 예약했냐	1
33841	19시에 텔레비전에 프로그램 예약했냐	1
33842	텔레비전에 오전 1시에 프로그램 예약했냐	1
33843	오전 1시에 텔레비전에 프로그램 예약했냐	1
33844	텔레비전에 오후 1시에 프로그램 예약했냐	1
33845	오후 1시에 텔레비전에 프로그램 예약했냐	1
33846	텔레비전에 오전 6시에 프로그램 예약했냐	1
33847	오전 6시에 텔레비전에 프로그램 예약했냐	1
33848	텔레비전에 오후 6시에 프로그램 예약했냐	1
33849	오후 6시에 텔레비전에 프로그램 예약했냐	1
33850	텔레비전에 오전 11시에 프로그램 예약했냐	1
33851	오전 11시에 텔레비전에 프로그램 예약했냐	1
33852	텔레비전에 오후 11시에 프로그램 예약했냐	1
33853	오후 11시에 텔레비전에 프로그램 예약했냐	1
33854	텔레비전에 1일 뒤에 프로그램 예약했냐	1
33855	1일 뒤에 텔레비전에 프로그램 예약했냐	1
33856	텔레비전에 3일 뒤에 프로그램 예약했냐	1
33857	3일 뒤에 텔레비전에 프로그램 예약했냐	1
33858	텔레비전에 5일 뒤에 프로그램 예약했냐	1
33859	5일 뒤에 텔레비전에 프로그램 예약했냐	1
33860	텔레비전에 프로그램 예약했었나	1
33861	텔레비전에 오늘 프로그램 예약했었나	1
33862	오늘 텔레비전에 프로그램 예약했었나	1
33863	텔레비전에 내일 프로그램 예약했었나	1
33864	내일 텔레비전에 프로그램 예약했었나	1
33865	텔레비전에 모래 프로그램 예약했었나	1
33866	모래 텔레비전에 프로그램 예약했었나	1
33867	텔레비전에 다음주 프로그램 예약했었나	1
33868	다음주 텔레비전에 프로그램 예약했었나	1
33869	텔레비전에 오전에 프로그램 예약했었나	1
33870	오전에 텔레비전에 프로그램 예약했었나	1
33871	텔레비전에 오후에 프로그램 예약했었나	1
33872	오후에 텔레비전에 프로그램 예약했었나	1
33873	텔레비전에 1시에 프로그램 예약했었나	1
33874	1시에 텔레비전에 프로그램 예약했었나	1
